agency_name,url,portal,csv,pdf,other
Ithaca College Campus NY PD,https://transparency.flocksafety.com/ithaca-college-campus-ny-pd,0,0,0,0
Jacinto City TX PD,https://transparency.flocksafety.com/jacinto-city-tx-pd,0,0,0,0
Jack County TX SO,https://transparency.flocksafety.com/jack-county-tx-so,0,0,0,0
Jackson AL PD,https://transparency.flocksafety.com/jackson-al-pd,0,0,0,0
Jackson Center OH PD,https://transparency.flocksafety.com/jackson-center-oh-pd,0,0,0,0
Jackson County CO SO,https://transparency.flocksafety.com/jackson-county-co-so,0,0,0,0
Jackson County Central Dispatch MI,https://transparency.flocksafety.com/jackson-county-central-dispatch-mi,0,0,0,0
Jackson County DA MS,https://transparency.flocksafety.com/jackson-county-da-ms,0,0,0,0
Jackson County FL SO,https://transparency.flocksafety.com/jackson-county-fl-so,0,0,0,0
Jackson County GA SO,https://transparency.flocksafety.com/jackson-county-ga-so,0,0,0,0
Jackson County GA School System (Not In Use),https://transparency.flocksafety.com/jackson-county-ga-school-system-(not-in-use),0,0,0,0
Jackson County IN SO,https://transparency.flocksafety.com/jackson-county-in-so,0,0,0,0
Jackson County MI SO,https://transparency.flocksafety.com/jackson-county-mi-so,0,0,0,0
Jackson County MS SO,https://transparency.flocksafety.com/jackson-county-ms-so,0,0,0,0
Jackson County NC SO,https://transparency.flocksafety.com/jackson-county-nc-so,0,0,0,0
Jackson County OR SO,https://transparency.flocksafety.com/jackson-county-or-so,0,0,0,0
Jackson County SO AR,https://transparency.flocksafety.com/jackson-county-so-ar,0,0,0,0
Jackson County Schools - AL,https://transparency.flocksafety.com/jackson-county-schools---al,0,0,0,0
Jackson County WI SO,https://transparency.flocksafety.com/jackson-county-wi-so,0,0,0,0
Jackson GA PD,https://transparency.flocksafety.com/jackson-ga-pd,0,0,0,0
Jackson MI PD,https://transparency.flocksafety.com/jackson-mi-pd,1,0,0,0
Jackson MO PD,https://transparency.flocksafety.com/jackson-mo-pd,0,0,0,0
Jackson MS PD,https://transparency.flocksafety.com/jackson-ms-pd,0,0,0,0
Jackson TN PD,https://transparency.flocksafety.com/jackson-tn-pd,0,0,0,0
Jackson Township OH PD (Mahoning County),https://transparency.flocksafety.com/jackson-township-oh-pd-(mahoning-county),0,0,0,0
Jackson Township OH PD (Stark County),https://transparency.flocksafety.com/jackson-township-oh-pd-(stark-county),0,0,0,0
Jackson Township PA PD,https://transparency.flocksafety.com/jackson-township-pa-pd,0,0,0,0
Jackson WI PD,https://transparency.flocksafety.com/jackson-wi-pd,0,0,0,0
Jackson WY PD,https://transparency.flocksafety.com/jackson-wy-pd,0,0,0,0
Jacksonville AL PD,https://transparency.flocksafety.com/jacksonville-al-pd,0,0,0,0
Jacksonville AR PD,https://transparency.flocksafety.com/jacksonville-ar-pd,0,0,0,0
Jacksonville Beach FL PD,https://transparency.flocksafety.com/jacksonville-beach-fl-pd,0,0,0,0
Jacksonville FL SO,https://transparency.flocksafety.com/jacksonville-fl-so,0,0,0,0
Jacksonville IL PD,https://transparency.flocksafety.com/jacksonville-il-pd,0,0,0,0
Jacksonville University Campus PD (FL),https://transparency.flocksafety.com/jacksonville-university-campus-pd-(fl),0,0,0,0
Jaime LE Training,https://transparency.flocksafety.com/jaime-le-training,0,0,0,0
James City County VA PD,https://transparency.flocksafety.com/james-city-county-va-pd,1,0,0,0
Janesville WI PD,https://transparency.flocksafety.com/janesville-wi-pd,0,0,0,0
Jasper AL PD,https://transparency.flocksafety.com/jasper-al-pd,0,0,0,0
Jasper CO IL SO,https://transparency.flocksafety.com/jasper-co-il-so,0,0,0,0
Jasper County GA SO,https://transparency.flocksafety.com/jasper-county-ga-so,0,0,0,0
Jasper County IN SO,https://transparency.flocksafety.com/jasper-county-in-so,0,0,0,0
Jasper County SC SO,https://transparency.flocksafety.com/jasper-county-sc-so,0,0,0,0
Jasper County Sheriff IA,https://transparency.flocksafety.com/jasper-county-sheriff-ia,0,0,0,0
Jasper GA PD,https://transparency.flocksafety.com/jasper-ga-pd,0,0,0,0
Jasper IN PD,https://transparency.flocksafety.com/jasper-in-pd,0,0,0,0
Jasper PD OH,https://transparency.flocksafety.com/jasper-pd-oh,0,0,0,0
Jasper TX PD,https://transparency.flocksafety.com/jasper-tx-pd,0,0,0,0
Jefferson City MO PD,https://transparency.flocksafety.com/jefferson-city-mo-pd,0,0,0,0
Jefferson City TN PD,https://transparency.flocksafety.com/jefferson-city-tn-pd,0,0,0,0
Jefferson College Campus MO PD,https://transparency.flocksafety.com/jefferson-college-campus-mo-pd,0,0,0,0
Jefferson County AL SO,https://transparency.flocksafety.com/jefferson-county-al-so,0,0,0,0
Jefferson County AR SO,https://transparency.flocksafety.com/jefferson-county-ar-so,0,0,0,0
Jefferson County CO SO,https://transparency.flocksafety.com/jefferson-county-co-so,0,0,0,0
Jefferson County FL SO,https://transparency.flocksafety.com/jefferson-county-fl-so,0,0,0,0
Jefferson County KY SO,https://transparency.flocksafety.com/jefferson-county-ky-so,0,0,0,0
Jefferson County MO 911,https://transparency.flocksafety.com/jefferson-county-mo-911,0,0,0,0
Jefferson County MO SO,https://transparency.flocksafety.com/jefferson-county-mo-so,0,0,0,0
Jefferson County OH SO,https://transparency.flocksafety.com/jefferson-county-oh-so,0,0,0,0
Jefferson County SO IN,https://transparency.flocksafety.com/jefferson-county-so-in,0,0,0,0
Jefferson County TN SO,https://transparency.flocksafety.com/jefferson-county-tn-so,0,0,0,0
Jefferson County WI SO,https://transparency.flocksafety.com/jefferson-county-wi-so,0,0,0,0
Jefferson GA PD,https://transparency.flocksafety.com/jefferson-ga-pd,0,0,0,0
Jefferson Hills PA PD,https://transparency.flocksafety.com/jefferson-hills-pa-pd,0,0,0,0
Jefferson Parish LA SO,https://transparency.flocksafety.com/jefferson-parish-la-so,0,0,0,0
Jefferson Township OH PD,https://transparency.flocksafety.com/jefferson-township-oh-pd,0,0,0,0
Jefferson WI PD,https://transparency.flocksafety.com/jefferson-wi-pd,0,0,0,0
Jeffersontown KY PD,https://transparency.flocksafety.com/jeffersontown-ky-pd,0,0,0,0
Jeffersonville IN PD,https://transparency.flocksafety.com/jeffersonville-in-pd,0,0,0,0
Jemison AL PD,https://transparency.flocksafety.com/jemison-al-pd,1,0,0,0
Jenks OK PD,https://transparency.flocksafety.com/jenks-ok-pd,0,0,0,0
Jennings County IN SO,https://transparency.flocksafety.com/jennings-county-in-so,0,0,0,0
Jerome County ID SO,https://transparency.flocksafety.com/jerome-county-id-so,0,0,0,0
Jersey City NJ PD,https://transparency.flocksafety.com/jersey-city-nj-pd,0,0,0,0
Jersey Village TX PD,https://transparency.flocksafety.com/jersey-village-tx-pd,0,0,0,0
Jessamine County KY SO,https://transparency.flocksafety.com/jessamine-county-ky-so,0,0,0,0
Jesup GA PD,https://transparency.flocksafety.com/jesup-ga-pd,0,0,0,0
Johns Creek GA PD,https://transparency.flocksafety.com/johns-creek-ga-pd,0,0,0,0
Johnsburg IL PD,https://transparency.flocksafety.com/johnsburg-il-pd,0,0,0,0
Johnson City TN PD,https://transparency.flocksafety.com/johnson-city-tn-pd,0,0,0,0
Johnson County IA SO,https://transparency.flocksafety.com/johnson-county-ia-so,0,0,0,0
Johnson County IN SO,https://transparency.flocksafety.com/johnson-county-in-so,1,0,0,0
Johnson County KS SO,https://transparency.flocksafety.com/johnson-county-ks-so,0,0,0,0
Johnson County NE SO,https://transparency.flocksafety.com/johnson-county-ne-so,0,0,0,0
Johnson County TN SO,https://transparency.flocksafety.com/johnson-county-tn-so,0,0,0,0
Johnson County TX SO,https://transparency.flocksafety.com/johnson-county-tx-so,0,0,0,0
Johnston City IL PD,https://transparency.flocksafety.com/johnston-city-il-pd,0,0,0,0
Johnston County NC SO,https://transparency.flocksafety.com/johnston-county-nc-so,0,0,0,0
Johnston IA PD,https://transparency.flocksafety.com/johnston-ia-pd,1,0,0,0
Johnston RI PD,https://transparency.flocksafety.com/johnston-ri-pd,1,0,0,0
Johnstown CO PD,https://transparency.flocksafety.com/johnstown-co-pd,0,0,0,0
Johnstown PA PD,https://transparency.flocksafety.com/johnstown-pa-pd,0,0,0,0
Joliet IL PD,https://transparency.flocksafety.com/joliet-il-pd,0,0,0,0
Joliet Junior College IL PD,https://transparency.flocksafety.com/joliet-junior-college-il-pd,0,0,0,0
Jones County GA SO,https://transparency.flocksafety.com/jones-county-ga-so,0,0,0,0
Jonesboro AR PD,https://transparency.flocksafety.com/jonesboro-ar-pd,0,0,0,0
Jonesboro GA PD,https://transparency.flocksafety.com/jonesboro-ga-pd,0,0,0,0
Jonesborough PD TN,https://transparency.flocksafety.com/jonesborough-pd-tn,0,0,0,0
Joplin MO PD,https://transparency.flocksafety.com/joplin-mo-pd,0,0,0,0
Juab County UT SO,https://transparency.flocksafety.com/juab-county-ut-so,0,0,0,0
Junction City KS PD,https://transparency.flocksafety.com/junction-city-ks-pd,1,0,0,1
Juneau County WI SO,https://transparency.flocksafety.com/juneau-county-wi-so,0,0,0,0
Juno Beach FL PD,https://transparency.flocksafety.com/juno-beach-fl-pd,0,0,0,0
Jupiter FL PD,https://transparency.flocksafety.com/jupiter-fl-pd,0,0,0,0
Jupiter Inlet Colony FL PD,https://transparency.flocksafety.com/jupiter-inlet-colony-fl-pd,1,0,0,1
Justice IL PD,https://transparency.flocksafety.com/justice-il-pd,0,0,0,0
KS - City of St. John,https://transparency.flocksafety.com/ks---city-of-st.-john,0,0,0,0
KS - Hugoton PD,https://transparency.flocksafety.com/ks---hugoton-pd,0,0,0,0
KS - Meade County SO,https://transparency.flocksafety.com/ks---meade-county-so,0,0,0,0
KS - Seward County SO,https://transparency.flocksafety.com/ks---seward-county-so,0,0,0,0
KU Medical Center KS PD,https://transparency.flocksafety.com/ku-medical-center-ks-pd,0,0,0,0
KY - Fort Mitchell PD,https://transparency.flocksafety.com/ky---fort-mitchell-pd,0,0,0,0
Kalamazoo County MI SO,https://transparency.flocksafety.com/kalamazoo-county-mi-so,0,0,0,0
Kalamazoo MI PD,https://transparency.flocksafety.com/kalamazoo-mi-pd,0,0,0,0
Kalamazoo Township MI PD,https://transparency.flocksafety.com/kalamazoo-township-mi-pd,0,0,0,0
Kanawha County WV SO,https://transparency.flocksafety.com/kanawha-county-wv-so,0,0,0,0
Kane County Forest Preserve IL PD,https://transparency.flocksafety.com/kane-county-forest-preserve-il-pd,0,0,0,0
Kane County IL SO,https://transparency.flocksafety.com/kane-county-il-so,0,0,0,0
Kankakee County IL SO,https://transparency.flocksafety.com/kankakee-county-il-so,0,0,0,0
Kankakee IL PD,https://transparency.flocksafety.com/kankakee-il-pd,0,0,0,0
Kansas City KS PD,https://transparency.flocksafety.com/kansas-city-ks-pd,0,0,0,0
Kansas City MO PD,https://transparency.flocksafety.com/kansas-city-mo-pd,0,0,0,0
Kansas Highway Patrol,https://transparency.flocksafety.com/kansas-highway-patrol,0,0,0,0
Kansas IL PD,https://transparency.flocksafety.com/kansas-il-pd,0,0,0,0
Kansas KBI,https://transparency.flocksafety.com/kansas-kbi,0,0,0,0
Kansas Wildlife and Parks,https://transparency.flocksafety.com/kansas-wildlife-and-parks,0,0,0,0
Katy ISD TX PD,https://transparency.flocksafety.com/katy-isd-tx-pd,0,0,0,0
Katy TX PD,https://transparency.flocksafety.com/katy-tx-pd,0,0,0,0
Kaufman County Constable,https://transparency.flocksafety.com/kaufman-county-constable,0,0,0,0
Kaufman County TX SO,https://transparency.flocksafety.com/kaufman-county-tx-so,0,0,0,0
Kaufman TX PD,https://transparency.flocksafety.com/kaufman-tx-pd,0,0,0,0
Kaukauna WI PD,https://transparency.flocksafety.com/kaukauna-wi-pd,0,0,0,0
Kaysville UT PD,https://transparency.flocksafety.com/kaysville-ut-pd,0,0,0,0
Kean University NJ PD,https://transparency.flocksafety.com/kean-university-nj-pd,0,0,0,0
Kearney MO PD,https://transparency.flocksafety.com/kearney-mo-pd,0,0,0,0
Kearney NE PD,https://transparency.flocksafety.com/kearney-ne-pd,1,0,0,0
Kearny County KS SO,https://transparency.flocksafety.com/kearny-county-ks-so,0,0,0,0
Kechi KS PD,https://transparency.flocksafety.com/kechi-ks-pd,0,0,0,0
Keizer OR PD,https://transparency.flocksafety.com/keizer-or-pd,0,0,0,0
Keller TX PD,https://transparency.flocksafety.com/keller-tx-pd,0,0,0,0
Kemah TX PD,https://transparency.flocksafety.com/kemah-tx-pd,1,0,0,1
Kemper County MS SO,https://transparency.flocksafety.com/kemper-county-ms-so,0,0,0,0
KenCom IL PD Dispatch Center,https://transparency.flocksafety.com/kencom-il-pd-dispatch-center,0,0,0,0
Kendallville IN PD,https://transparency.flocksafety.com/kendallville-in-pd,0,0,0,0
Kenilworth NJ PD,https://transparency.flocksafety.com/kenilworth-nj-pd,0,0,0,0
Kenilworth Village IL PD,https://transparency.flocksafety.com/kenilworth-village-il-pd,0,0,0,0
Kenmore Village NY PD,https://transparency.flocksafety.com/kenmore-village-ny-pd,0,0,0,0
Kennebunk ME PD,https://transparency.flocksafety.com/kennebunk-me-pd,0,0,0,0
Kenner LA PD,https://transparency.flocksafety.com/kenner-la-pd,0,0,0,0
Kennesaw GA PD,https://transparency.flocksafety.com/kennesaw-ga-pd,0,0,0,0
Kennesaw State University GA PD,https://transparency.flocksafety.com/kennesaw-state-university-ga-pd,0,0,0,0
Kennewick WA PD,https://transparency.flocksafety.com/kennewick-wa-pd,0,0,0,0
Kenosha County WI SO,https://transparency.flocksafety.com/kenosha-county-wi-so,0,0,0,0
Kenosha WI Joint Services,https://transparency.flocksafety.com/kenosha-wi-joint-services,0,0,0,0
Kenosha WI PD,https://transparency.flocksafety.com/kenosha-wi-pd,0,0,0,0
Kensington CA PD,https://transparency.flocksafety.com/kensington-ca-pd,1,0,1,0
Kent County MI SO,https://transparency.flocksafety.com/kent-county-mi-so,0,0,0,0
Kent OH PD,https://transparency.flocksafety.com/kent-oh-pd,0,0,0,0
Kent WA PD,https://transparency.flocksafety.com/kent-wa-pd,1,0,0,1
Kenton County KY SO,https://transparency.flocksafety.com/kenton-county-ky-so,0,0,0,0
Kentucky State KY PD,https://transparency.flocksafety.com/kentucky-state-ky-pd,0,0,0,0
Kentwood MI PD,https://transparency.flocksafety.com/kentwood-mi-pd,0,0,0,0
Kern County CA SO,https://transparency.flocksafety.com/kern-county-ca-so,0,0,0,0
Kernersville NC PD,https://transparency.flocksafety.com/kernersville-nc-pd,0,0,0,0
Kershaw County SC SO,https://transparency.flocksafety.com/kershaw-county-sc-so,0,0,0,0
Kettering OH PD,https://transparency.flocksafety.com/kettering-oh-pd,0,0,0,0
Kewanee IL PD,https://transparency.flocksafety.com/kewanee-il-pd,0,0,0,0
Kewaskum WI PD,https://transparency.flocksafety.com/kewaskum-wi-pd,0,0,0,0
Kill Devil Hills NC PD,https://transparency.flocksafety.com/kill-devil-hills-nc-pd,0,0,0,0
Killeen TX PD,https://transparency.flocksafety.com/killeen-tx-pd,0,0,0,0
Kimberling City MO PD,https://transparency.flocksafety.com/kimberling-city-mo-pd,0,0,0,0
Kimberly AL PD,https://transparency.flocksafety.com/kimberly-al-pd,0,0,0,0
King County Housing Authority (WA),https://transparency.flocksafety.com/king-county-housing-authority-(wa),0,0,0,0
King George County VA SO,https://transparency.flocksafety.com/king-george-county-va-so,1,0,0,0
King William County VA SO,https://transparency.flocksafety.com/king-william-county-va-so,0,0,0,0
King and Queen County VA SO,https://transparency.flocksafety.com/king-and-queen-county-va-so,0,0,0,0
Kingman County KS SO,https://transparency.flocksafety.com/kingman-county-ks-so,0,0,0,0
Kingman KS PD,https://transparency.flocksafety.com/kingman-ks-pd,0,0,0,0
Kings County CA DAs Office,https://transparency.flocksafety.com/kings-county-ca-das-office,1,0,0,1
Kings County Sheriff's Office CA,https://transparency.flocksafety.com/kings-county-sheriffs-office-ca,0,0,0,0
Kings Mountain NC PD,https://transparency.flocksafety.com/kings-mountain-nc-pd,0,0,0,0
Kingsburg CA PD,https://transparency.flocksafety.com/kingsburg-ca-pd,0,0,0,0
Kingsford Heights IN PD,https://transparency.flocksafety.com/kingsford-heights-in-pd,0,0,0,0
Kingsland GA PD,https://transparency.flocksafety.com/kingsland-ga-pd,0,0,0,0
Kingsport TN PD,https://transparency.flocksafety.com/kingsport-tn-pd,0,0,0,0
Kingston GA PD,https://transparency.flocksafety.com/kingston-ga-pd,0,0,0,0
Kingston PA PD,https://transparency.flocksafety.com/kingston-pa-pd,0,0,0,0
Kingston Springs TN PD,https://transparency.flocksafety.com/kingston-springs-tn-pd,0,0,0,0
Kingston TN PD,https://transparency.flocksafety.com/kingston-tn-pd,0,0,0,0
Kingston Township PA PD (Luzerne County),https://transparency.flocksafety.com/kingston-township-pa-pd-(luzerne-county),0,0,0,0
Kingsville TX PD,https://transparency.flocksafety.com/kingsville-tx-pd,0,0,0,0
Kinsey AL PD,https://transparency.flocksafety.com/kinsey-al-pd,0,0,0,0
Kinston NC PD,https://transparency.flocksafety.com/kinston-nc-pd,0,0,0,0
Kiowa County CO Sheriff,https://transparency.flocksafety.com/kiowa-county-co-sheriff,0,0,0,0
Kirkwood MO PD,https://transparency.flocksafety.com/kirkwood-mo-pd,0,0,0,0
Kirtland OH PD,https://transparency.flocksafety.com/kirtland-oh-pd,0,0,0,0
Kitsap County WA SO,https://transparency.flocksafety.com/kitsap-county-wa-so,0,0,0,0
Kittitas County WA SO,https://transparency.flocksafety.com/kittitas-county-wa-so,0,0,0,0
Kittitas WA PD,https://transparency.flocksafety.com/kittitas-wa-pd,0,0,0,0
Klamath Falls OR PD,https://transparency.flocksafety.com/klamath-falls-or-pd,0,0,0,0
Knightdale NC PD,https://transparency.flocksafety.com/knightdale-nc-pd,0,0,0,0
Knox County IL SO,https://transparency.flocksafety.com/knox-county-il-so,0,0,0,0
Knox County IN SO,https://transparency.flocksafety.com/knox-county-in-so,0,0,0,0
Knox County SO NE,https://transparency.flocksafety.com/knox-county-so-ne,0,0,0,0
Knox County TN SO,https://transparency.flocksafety.com/knox-county-tn-so,0,0,0,0
Knoxville Airport TN PD,https://transparency.flocksafety.com/knoxville-airport-tn-pd,0,0,0,0
Knoxville Fire Dept TN,https://transparency.flocksafety.com/knoxville-fire-dept-tn,0,0,0,0
Knoxville TN PD,https://transparency.flocksafety.com/knoxville-tn-pd,0,0,0,0
Kohler WI PD,https://transparency.flocksafety.com/kohler-wi-pd,0,0,0,0
Kokomo IN PD,https://transparency.flocksafety.com/kokomo-in-pd,0,0,0,0
Koppel PA PD,https://transparency.flocksafety.com/koppel-pa-pd,0,0,0,0
Kosciusko County IN SO,https://transparency.flocksafety.com/kosciusko-county-in-so,0,0,0,0
Kosciusko MS PD,https://transparency.flocksafety.com/kosciusko-ms-pd,0,0,0,0
Krum TX PD,https://transparency.flocksafety.com/krum-tx-pd,0,0,0,0
Kyle TX PD,https://transparency.flocksafety.com/kyle-tx-pd,0,0,0,0
LA - Morgan City PD,https://transparency.flocksafety.com/la---morgan-city-pd,0,0,0,0
LASD CA - San Dimas Station,https://transparency.flocksafety.com/lasd-ca---san-dimas-station,0,0,0,0
La Follette TN PD,https://transparency.flocksafety.com/la-follette-tn-pd,0,0,0,0
La Grange IL PD,https://transparency.flocksafety.com/la-grange-il-pd,0,0,0,0
La Grange MO PD,https://transparency.flocksafety.com/la-grange-mo-pd,0,0,0,0
La Grange Park IL PD,https://transparency.flocksafety.com/la-grange-park-il-pd,0,0,0,0
La Habra CA PD,https://transparency.flocksafety.com/la-habra-ca-pd,0,0,0,0
La Marque TX PD,https://transparency.flocksafety.com/la-marque-tx-pd,0,0,0,0
La Mesa CA PD,https://transparency.flocksafety.com/la-mesa-ca-pd,0,0,0,0
La Paz County AZ SO,https://transparency.flocksafety.com/la-paz-county-az-so,0,0,0,0
La Porte TX PD,https://transparency.flocksafety.com/la-porte-tx-pd,0,0,0,0
La Salle County IL PD - OLD,https://transparency.flocksafety.com/la-salle-county-il-pd---old,0,0,0,0
La Verne CA PD,https://transparency.flocksafety.com/la-verne-ca-pd,0,0,0,0
La Vernia TX PD,https://transparency.flocksafety.com/la-vernia-tx-pd,0,0,0,0
La Vista NE PD,https://transparency.flocksafety.com/la-vista-ne-pd,0,0,0,0
LaFayette County FL SO,https://transparency.flocksafety.com/lafayette-county-fl-so,0,0,0,0
LaGrange County SO IN,https://transparency.flocksafety.com/lagrange-county-so-in,0,0,0,0
LaGrange GA PD,https://transparency.flocksafety.com/lagrange-ga-pd,0,0,0,0
LaGrange IN PD,https://transparency.flocksafety.com/lagrange-in-pd,0,0,0,0
LaGrange KY PD,https://transparency.flocksafety.com/lagrange-ky-pd,0,0,0,0
LaGrange OH PD,https://transparency.flocksafety.com/lagrange-oh-pd,0,0,0,0
LaSalle Co. IL SO - New,https://transparency.flocksafety.com/lasalle-co.-il-so---new,0,0,0,0
Lac Courte Oreilles Tribal Police WI,https://transparency.flocksafety.com/lac-courte-oreilles-tribal-police-wi,0,0,0,0
Lackawanna City NY PD,https://transparency.flocksafety.com/lackawanna-city-ny-pd,0,0,0,0
Ladd IL PD,https://transparency.flocksafety.com/ladd-il-pd,0,0,0,0
Ladue MO PD,https://transparency.flocksafety.com/ladue-mo-pd,0,0,0,0
Lady Lake FL PD,https://transparency.flocksafety.com/lady-lake-fl-pd,0,0,0,0
Lafayette CO PD,https://transparency.flocksafety.com/lafayette-co-pd,0,0,0,0
Lafayette County MO SO,https://transparency.flocksafety.com/lafayette-county-mo-so,0,0,0,0
Lafayette County MS SO,https://transparency.flocksafety.com/lafayette-county-ms-so,0,0,0,0
Lafayette IN PD,https://transparency.flocksafety.com/lafayette-in-pd,0,0,0,0
Lafayette LA PD,https://transparency.flocksafety.com/lafayette-la-pd,1,0,0,0
Lafayette Parish LA SO,https://transparency.flocksafety.com/lafayette-parish-la-so,0,0,0,0
Lafayette TN PD,https://transparency.flocksafety.com/lafayette-tn-pd,0,0,0,0
Lafourche Parish LA SO,https://transparency.flocksafety.com/lafourche-parish-la-so,0,0,0,0
Lago Vista TX PD,https://transparency.flocksafety.com/lago-vista-tx-pd,0,0,0,0
Laguna Beach CA PD,https://transparency.flocksafety.com/laguna-beach-ca-pd,0,0,0,0
Lake Alfred FL PD,https://transparency.flocksafety.com/lake-alfred-fl-pd,0,0,0,0
Lake Bluff IL PD,https://transparency.flocksafety.com/lake-bluff-il-pd,0,0,0,0
Lake City FL PD,https://transparency.flocksafety.com/lake-city-fl-pd,0,0,0,0
Lake City GA PD,https://transparency.flocksafety.com/lake-city-ga-pd,0,0,0,0
Lake Clarke Shores FL PD,https://transparency.flocksafety.com/lake-clarke-shores-fl-pd,0,0,0,0
Lake County CA SO,https://transparency.flocksafety.com/lake-county-ca-so,1,0,0,0
Lake County DA CA,https://transparency.flocksafety.com/lake-county-da-ca,0,0,0,0
Lake County FL SO,https://transparency.flocksafety.com/lake-county-fl-so,0,0,0,0
Lake County IL SO,https://transparency.flocksafety.com/lake-county-il-so,0,0,0,0
Lake County IN SO,https://transparency.flocksafety.com/lake-county-in-so,0,0,0,0
Lake County OH SO,https://transparency.flocksafety.com/lake-county-oh-so,0,0,0,0
Lake County Prosecutor's Office (OH),https://transparency.flocksafety.com/lake-county-prosecutors-office-(oh),0,0,0,0
Lake Delton WI PD,https://transparency.flocksafety.com/lake-delton-wi-pd,0,0,0,0
Lake Forest IL PD,https://transparency.flocksafety.com/lake-forest-il-pd,0,0,0,0
Lake Geneva WI PD,https://transparency.flocksafety.com/lake-geneva-wi-pd,0,0,0,0
Lake Hamilton FL PD,https://transparency.flocksafety.com/lake-hamilton-fl-pd,0,0,0,0
Lake Havasu City AZ PD,https://transparency.flocksafety.com/lake-havasu-city-az-pd,0,0,0,0
Lake In The Hills IL PD,https://transparency.flocksafety.com/lake-in-the-hills-il-pd,0,0,0,0
Lake Jackson TX PD,https://transparency.flocksafety.com/lake-jackson-tx-pd,0,0,0,0
Lake Mary FL PD,https://transparency.flocksafety.com/lake-mary-fl-pd,0,0,0,0
Lake Mead NV NRA [Federal],https://transparency.flocksafety.com/lake-mead-nv-nra-[federal],0,0,0,0
Lake MetroParks OH Rangers,https://transparency.flocksafety.com/lake-metroparks-oh-rangers,0,0,0,0
Lake Michigan College Campus PD,https://transparency.flocksafety.com/lake-michigan-college-campus-pd,0,0,0,0
Lake Mills WI PD,https://transparency.flocksafety.com/lake-mills-wi-pd,0,0,0,0
Lake Park GA PD,https://transparency.flocksafety.com/lake-park-ga-pd,0,0,0,0
Lake St. Louis MO PD,https://transparency.flocksafety.com/lake-st.-louis-mo-pd,0,0,0,0
Lake Station IN PD,https://transparency.flocksafety.com/lake-station-in-pd,0,0,0,0
Lake Stevens WA PD,https://transparency.flocksafety.com/lake-stevens-wa-pd,0,0,0,0
Lake Success NY PD,https://transparency.flocksafety.com/lake-success-ny-pd,0,0,0,0
Lake Travis ISD TX PD,https://transparency.flocksafety.com/lake-travis-isd-tx-pd,0,0,0,0
Lake View AL PD,https://transparency.flocksafety.com/lake-view-al-pd,0,0,0,0
Lake Villa IL PD,https://transparency.flocksafety.com/lake-villa-il-pd,0,0,0,0
Lake Vista LA Crime Prevention,https://transparency.flocksafety.com/lake-vista-la-crime-prevention,0,0,0,0
Lake Wales FL PD,https://transparency.flocksafety.com/lake-wales-fl-pd,0,0,0,0
Lake Worth TX PD,https://transparency.flocksafety.com/lake-worth-tx-pd,0,0,0,0
Lake Zurich IL PD,https://transparency.flocksafety.com/lake-zurich-il-pd,0,0,0,0
Lakeland Community College OH PD,https://transparency.flocksafety.com/lakeland-community-college-oh-pd,0,0,0,0
Lakeland FL PD,https://transparency.flocksafety.com/lakeland-fl-pd,0,0,0,0
Lakemoor IL PD,https://transparency.flocksafety.com/lakemoor-il-pd,0,0,0,0
Lakemore OH PD,https://transparency.flocksafety.com/lakemore-oh-pd,0,0,0,0
Lakeport CA PD,https://transparency.flocksafety.com/lakeport-ca-pd,0,0,0,0
Lakeshore Park Conservancy (TN),https://transparency.flocksafety.com/lakeshore-park-conservancy-(tn),0,0,0,0
Lakeside CO PD,https://transparency.flocksafety.com/lakeside-co-pd,0,0,0,0
Lakeside City TX,https://transparency.flocksafety.com/lakeside-city-tx,0,0,0,0
Lakeside PD AZ,https://transparency.flocksafety.com/lakeside-pd-az,0,0,0,0
Lakeside Park-Crestview Hills KY PD,https://transparency.flocksafety.com/lakeside-park-crestview-hills-ky-pd,0,0,0,0
Lakeville MA PD,https://transparency.flocksafety.com/lakeville-ma-pd,0,0,0,0
Lakeway & Bee Cave TX PD(Disp),https://transparency.flocksafety.com/lakeway-&-bee-cave-tx-pd(disp),0,0,0,0
Lakeway TX PD,https://transparency.flocksafety.com/lakeway-tx-pd,1,0,0,0
Lakewood CO PD,https://transparency.flocksafety.com/lakewood-co-pd,0,0,0,0
Lakewood IL PD,https://transparency.flocksafety.com/lakewood-il-pd,0,0,0,0
Lakewood NJ PD,https://transparency.flocksafety.com/lakewood-nj-pd,0,0,0,0
Lakewood OH PD,https://transparency.flocksafety.com/lakewood-oh-pd,0,0,0,0
Lakewood WA PD,https://transparency.flocksafety.com/lakewood-wa-pd,1,0,0,0
Lakewood/Busti Village NY PD,https://transparency.flocksafety.com/lakewood/busti-village-ny-pd,0,0,0,0
Lamar CISD TX PD,https://transparency.flocksafety.com/lamar-cisd-tx-pd,0,0,0,0
Lamar CO PD,https://transparency.flocksafety.com/lamar-co-pd,0,0,0,0
Lamar County GA SO,https://transparency.flocksafety.com/lamar-county-ga-so,0,0,0,0
Lamar County TX SO,https://transparency.flocksafety.com/lamar-county-tx-so,0,0,0,0
Lamar University TX PD,https://transparency.flocksafety.com/lamar-university-tx-pd,0,0,0,0
Lancaster County SC SO,https://transparency.flocksafety.com/lancaster-county-sc-so,0,0,0,0
